symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
PSA-PI,Public Storage,NYSE,3388384634.0,19.31,H. Thomas Boyle,55464282500.0
VSEC,VSE Corporation,NASDAQ,3385781895.0,160.17,John A. Cuomo,3940833790.0
SMR,NuScale Power Corporation,NYSE,3369410699.0,11.3,John Lawrence Hopkins,4329700251.0
FULTP,Fulton Financial Corporation,NASDAQ,3364704021.0,18.59,Curtis J. Myers,4568888369.0
AAP,"Advance Auto Parts, Inc.",NYSE,3363956192.0,55.76,Shane O'Kelly,4430511000.0
LQDA,Liquidia Corporation,NASDAQ,3361564360.0,38.15,Roger A. Jeffs,2975425393.0
OPLN,"OPENLANE, Inc.",NYSE,3358985200.0,31.6,Peter J. Kelly,4459226000.0
FIBK,"First Interstate BancSystem, Inc.",NASDAQ,3357482766.0,34.43,James A. Reuter,3966422000.0
NIQ,NIQ Global Intelligence Plc,NYSE,3352509354.0,11.36,James Peck,7756974654.0
BKD,Brookdale Senior Living Inc.,NYSE,3350489280.0,14.09,Nikolas W. Stengle,8913269540.0
MHO,"M/I Homes, Inc.",NYSE,3349544623.0,129.99,Robert H. Schottenstein,3817420500.0
AVA,Avista Corporation,NYSE,3344483197.0,40.52,Heather Lynn Rosentrater,6477776500.0
MCHB,Mechanics Bank,NASDAQ,3343759320.0,15.18,C. J. Johnson,2447776149.0
BTU,Peabody Energy Corporation,NYSE,3343124960.0,27.44,James C. Grech,3553560000.0
IAC,IAC InterActive Corp.,NASDAQ,3338062087.0,44.58,Barry Diller,3498825137.0
DORM,"Dorman Products, Inc.",NASDAQ,3320877942.0,110.07,Steven L. Berman,4372444640.0
ASB-PF,Associated Banc-Corp,NYSE,3319911088.0,20.36,Andrew John Harmening,
AVNT,Avient Corporation,NYSE,3318060998.0,36.18,Ashish K. Khandpur,4271060000.0
RRR,"Red Rock Resorts, Inc.",NASDAQ,3315444460.0,56.06,Frank J. Fertitta,3568528800.0
PLMR,"Palomar Holdings, Inc.",NASDAQ,3309522800.0,124.0,D. McDonald Armstrong,3490169419.0
FHB,"First Hawaiian, Inc.",NASDAQ,3309018606.0,26.93,Robert Scott Harrison,2928548760.0
BKV,BKV Corporation,NYSE,3304843546.0,30.62,Christopher Pungya Kalnin,2787092650.0
CNO-PA,"CNO Financial Group, Inc. 5.125",NYSE,3287961735.0,17.85,Gary C. Bhojwani,
PARR,"Par Pacific Holdings, Inc.",NYSE,3287826975.0,66.46,William Monteleone,3015099447.0
SOUN,"SoundHound AI, Inc.",NASDAQ,3286079717.0,7.71,Keyvan Mohajer,3797774477.0
RYN,Rayonier Inc.,NYSE,3283542482.0,21.22,Mark D. McHugh,3580363569.0
USAC,"USA Compression Partners, LP",NYSE,3283522315.0,27.19,Micah C. Green,5319741000.0
BATRA,"Atlanta Braves Holdings, Inc.",NASDAQ,3280901560.0,52.28,Terence Foster McGuirk,3379296555.0
NATL,NCR Atleos Corporation,NYSE,3279736543.0,44.47,Timothy C. Oliver,2570085000.0
PPTA,Perpetua Resources Corp.,NASDAQ,3278679866.0,26.24,Jonathan Cherry,1483512209.0
QTWO,"Q2 Holdings, Inc.",NYSE,3276855044.0,52.51,Matthew Flake,4463660960.0
UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,3275734900.0,72.01,Jinsong Xiao,1678112000.0
KBH,KB Home,NYSE,3273980000.0,52.3,Robert V. McGibney,5857562700.0
CBU,"Community Bank System, Inc.",NYSE,3269422876.0,62.23,Dimitar A. Karaivanov,3664685670.0
EWTX,"Edgewise Therapeutics, Inc.",NASDAQ,3266401950.0,30.45,Kevin Koch,2497583066.0
ECCC,Eagle Point Credit Company Inc.,NYSE,3264759222.0,24.8,Thomas Philip Majewski,
BELFB,Bel Fuse Inc.,NASDAQ,3264399685.0,258.26,Daniel Bernstein,538230450.0
WSBC,"WesBanco, Inc.",NASDAQ,3262031098.0,33.94,Jeffrey H. Jackson,4438021884.0
FUL,H.B. Fuller Company,NYSE,3260519673.0,59.84,Celeste Beeks Mastin,5091928560.0
EXPO,"Exponent, Inc.",NASDAQ,3259649574.0,66.18,Catherine Ford Corrigan,3431819600.0
VNO-PN,Vornado Realty Trust,NYSE,3255904523.0,16.98,Steven Roth,
PSA-PJ,Public Storage,NYSE,3253270384.0,18.54,H. Thomas Boyle,55464282500.0
ABR-PD,"Arbor Realty Trust, Inc.",NYSE,3251567180.0,16.85,Ivan Paul Kaufman,12063865755.0
RWTQ,"Redwood Trust, Inc.",NYSE,3246574218.0,24.93,Christopher J. Abate,
FRPT,"Freshpet, Inc.",NASDAQ,3244641687.0,66.14,William Cyr,3255416000.0
HAYW,"Hayward Holdings, Inc.",NYSE,3243163800.0,14.9,Kevin Holleran,3029989867.0
SKYW,"SkyWest, Inc.",NASDAQ,3234348079.0,80.5,Russell A. Childs,6440012740.0
ABR-PE,"Arbor Realty Trust, Inc.",NYSE,3232270046.0,16.75,Ivan Paul Kaufman,12063865755.0
ACMR,"ACM Research, Inc.",NASDAQ,3221353571.0,48.65,Hui Wang,2069104413.0
BXMT,"Blackstone Mortgage Trust, Inc.",NYSE,3219540120.0,19.08,Timothy Johnson,18996417719.0
BETA,"BETA Technologies, Inc.",NYSE,3219176879.0,14.55,Kyle Clark,4955637754.0
DNTH,"Dianthus Therapeutics, Inc.",NASDAQ,3207660349.0,83.5,Marino Garcia,1507793366.0
KLRA,"Kailera Therapeutics, Inc.",NASDAQ,3207343771.0,24.76,Ronald C. Renaud Jr.,
KNTK,Kinetik Holdings Inc.,NYSE,3205636441.0,49.63,Jamie W. Welch,6095346100.0
VRNS,"Varonis Systems, Inc.",NASDAQ,3205148661.0,27.29,Yakov Faitelson,4605941677.0
PSA-PL,Public Storage,NYSE,3200628468.0,18.24,H. Thomas Boyle,
NSA,National Storage Affiliates Trust,NYSE,3197855375.0,41.47,David G. Cramer,5566041980.0
QLYS,"Qualys, Inc.",NASDAQ,3196560640.0,89.6,Sumedh S. Thakar,4650246800.0
APLE,"Apple Hospitality REIT, Inc.",NYSE,3184256399.0,13.49,Justin G. Knight,4552658650.0
NGL-PC,NGL Energy Partners LP,NYSE,3176976140.0,25.51,H. Michael Krimbill,
TR,"Tootsie Roll Industries, Inc.",NYSE,3176947438.0,42.26,Ellen R. Gordon,2556831150.0
FRMI,Fermi Inc. Common Stock,NASDAQ,3168094144.0,5.03,Toby R. Neugebauer,3466297264.0
FIZZ,National Beverage Corp.,NASDAQ,3160083443.0,33.75,Nick A. Caporella,4034439800.0
KD,"Kyndryl Holdings, Inc.",NYSE,3151751842.0,13.98,Martin J. Schroeter,9439100000.0
RWTN,"Redwood Trust, Inc. 9.125% Seni",NYSE,3146124150.0,25.17,Christopher J. Abate CPA,
NGL-PB,NGL Energy Partners LP,NYSE,3144596140.0,25.25,H. Michael Krimbill,
RXO,"RXO, Inc.",NYSE,3142689791.0,19.08,Drew Wilkerson,2972359680.0
COLM,Columbia Sportswear Company,NASDAQ,3140572484.0,59.99,Timothy Boyle,3437060020.0
LBRDP,Liberty Broadband Corporation,NASDAQ,3137153648.0,21.85,Martin Edward Patterson,8593040000.0
NMIH,"NMI Holdings, Inc.",NASDAQ,3131549852.0,41.12,Adam S. Pollitzer,3539458540.0
FFBC,First Financial Bancorp.,NASDAQ,3128167260.0,29.91,James Michael Anderson,3384630311.0
DBRG-PJ,"DigitalBridge Group, Inc.",NYSE,3127780713.0,17.09,Marc Christopher Ganzi,
CAKE,The Cheesecake Factory Incorporated,NASDAQ,3124669170.0,62.67,David Overton,5577985200.0
AXTI,"AXT, Inc.",NASDAQ,3123049123.0,71.07,Morris S. Young,655616550.0
OLN,Olin Corporation,NYSE,3117404660.0,27.38,Kenneth Todd Lane,5611518000.0
HYMC,Hycroft Mining Holding Corporation,NASDAQ,3114755501.0,34.21,Diane Renee Garrett Mineral,846564108.0
HOVNP,"Hovnanian Enterprises, Inc. PFD DEP1/1000A",NASDAQ,3107949003.0,21.09,,1459893270.0
PRVA,"Privia Health Group, Inc.",NASDAQ,3101680781.0,24.69,Parth Mehrotra,2426662670.0
PATK,"Patrick Industries, Inc.",NASDAQ,3100799189.0,93.3,Andy L. Nemeth,5138046840.0
GEF,"Greif, Inc.",NYSE,3099588046.0,65.44,Ole G. Rosgaard,4144924000.0
CHEF,"The Chefs' Warehouse, Inc.",NASDAQ,3086864320.0,75.7,Christopher Pappas,3515596162.0
BATRK,"Atlanta Braves Holdings, Inc.",NASDAQ,3086807042.0,48.89,Terence Foster McGuirk,3189435888.0
SFNC,Simmons First National Corporation,NASDAQ,3078445000.0,21.25,James Brogdon,2956549142.0
DBRG-PI,"DigitalBridge Group, Inc.",NYSE,3076425812.0,16.8094,Marc Christopher Ganzi,2639953040.0
RWT-PA,"Redwood Trust, Inc.",NYSE,3075439232.0,24.605,Dashiell I. Robinson,
BOH,Bank of Hawaii Corporation,NYSE,3073959190.0,77.38,James C. Polk,1856163287.0
SXI,Standex International Corporation,NYSE,3066758222.0,253.06,David A. Dunbar,2365339479.0
SBCF,Seacoast Banking Corporation of Florida,NASDAQ,3064149231.0,31.28,Charles Shaffer,3928966920.0
WK,Workiva Inc.,NYSE,3063955388.0,53.91,Julie Iskow,5322555591.0
DBRG-PH,"DigitalBridge Group, Inc.",NYSE,3063742652.0,16.7401,Marc Christopher Ganzi,
MSGE,Madison Square Garden Entertainment Corp.,NYSE,3059987828.0,64.73,James Lawrence Dolan,3077615070.0
AWR,American States Water Company,NYSE,3051919975.0,77.87,Robert J. Sprowls,3718063000.0
ECCU,Eagle Point Credit Company Inc.,NYSE,3033418920.0,25.24,Thomas Philip Majewski CPA,1078818839.0
BSM,"Black Stone Minerals, L.P.",NYSE,3032126564.0,14.28,H. Taylor DeWalch,2965576430.0
BEAM,Beam Therapeutics Inc.,NASDAQ,3018668460.0,29.38,John Evans,2740600594.0
GEF-B,"Greif, Inc.",NYSE,3017345267.0,79.33,Ole G. Rosgaard,4144924000.0
GBTG,"Global Business Travel Group, Inc.",NYSE,3014455674.0,5.76,Paul Gordon Abbott,5077425250.0
SLG,SL Green Realty Corp.,NYSE,3012433192.0,42.41,Marc Holliday,11044109815.0
CPK,Chesapeake Utilities Corporation,NYSE,3001768596.0,125.13,Jeffry Householder,4554111640.0
FSK,FS KKR Capital Corp.,NYSE,2991109504.0,10.68,Michael Craig Forman,11600783872.0
UNFI,"United Natural Foods, Inc.",NYSE,2980784585.0,48.92,James Alexander Miller Douglas Jr.,5033002000.0
CRVL,CorVel Corporation,NASDAQ,2980010259.0,58.15,Michael G. Combs,5611409360.0
EEFT,"Euronet Worldwide, Inc.",NASDAQ,2962779446.0,75.33,Michael J. Brown,3948028984.0
LXP,LXP Industrial Trust,NYSE,2957309354.0,50.16,T. Wilson Eglin,4093997143.0
NOG,"Northern Oil and Gas, Inc.",NYSE,2956467150.0,27.95,James Evans,4478958702.0
DNLI,Denali Therapeutics Inc.,NASDAQ,2951001600.0,18.6,Ryan J. Watts,2733789461.0
KMT,Kennametal Inc.,NYSE,2937463432.0,38.55,Sanjay K. Chowbey,2276801440.0
EXTR,"Extreme Networks, Inc.",NASDAQ,2933789449.0,21.85,Edward Meyercord,2367038450.0
MGRC,McGrath RentCorp,NASDAQ,2923869960.0,118.8,Philip Hawkins,3108987860.0
PFS,"Provident Financial Services, Inc.",NYSE,2921632795.0,22.42,Anthony J. Labozzetta,4885713330.0
UPST,"Upstart Holdings, Inc.",NASDAQ,2917158504.0,30.48,David J. Girouard,5392265301.0
YETI,"YETI Holdings, Inc.",NYSE,2916476026.0,38.53,Matthew J. Reintjes,3652340720.0
CURB,Curbline Properties Corp.,NYSE,2916025329.0,27.63,David R. Lukes,2637155480.0
NMRK,"Newmark Group, Inc.",NASDAQ,2909057001.0,15.77,Barry Gosin,4746532040.0
CLSK,"CleanSpark, Inc.",NASDAQ,2907910621.0,11.37,S. Matthew Schultz,4873121600.0
GRBK,"Green Brick Partners, Inc.",NYSE,2906212582.0,67.34,James R. Brickman,2888373060.0
BELFA,Bel Fuse Inc.,NASDAQ,2905313656.0,229.56,Farouq Tuweiq,538230450.0
IPAR,"Inter Parfums, Inc.",NASDAQ,2899930800.0,90.42,Jean Madar,2788809660.0
LFST,"LifeStance Health Group, Inc.",NASDAQ,2896087690.0,7.43,David Patrick Bourdon,2663007640.0
MGEE,"MGE Energy, Inc.",NASDAQ,2894243625.0,78.75,Jeffrey Keebler,3794112280.0
RUM,Rumble Inc.,NASDAQ,2893260683.0,6.66,Christopher Pavlovski,1373947103.0
VC,Visteon Corporation,NASDAQ,2889360833.0,108.24,Sachin S. Lawande,2355720000.0
VECO,Veeco Instruments Inc.,NASDAQ,2889156103.0,47.84,William John Miller,1789145420.0
DBD,"Diebold Nixdorf, Incorporated",NYSE,2887767084.0,82.96,Octavio Marquez,3285152000.0
AMBA,"Ambarella, Inc.",NASDAQ,2887438681.0,65.94,Feng-Ming Wang,2557200140.0
ICUI,"ICU Medical, Inc.",NASDAQ,2885371195.0,115.45,Vivek Jain,4599643799.0
ITGR,Integer Holdings Corporation,NYSE,2878862807.0,83.67,Payman Khales,4106765050.0
CON,"Concentra Group Holdings Parent, Inc.",NYSE,2877278425.0,22.39,William Keith Newton,4515133960.0
DYN,"Dyne Therapeutics, Inc.",NASDAQ,2876471425.0,17.41,John G. Cox,1639248661.0
WDFC,WD-40 Company,NASDAQ,2871651895.0,213.42,Steven A. Brass,2965615760.0
LCII,LCI Industries,NYSE,2858039863.0,117.69,Jason D. Lippert,4022387020.0
AEO,"American Eagle Outfitters, Inc.",NYSE,2853476000.0,17.12,Jay L. Schottenstein,5507367150.0
BKE,"The Buckle, Inc.",NYSE,2849465337.0,55.31,Dennis H. Nelson,2512029400.0
HTGC,"Hercules Capital, Inc.",NYSE,2847272500.0,15.5,Scott Bluestein,5647984860.0
DKL,"Delek Logistics Partners, LP",NYSE,2839362638.0,53.06,Avigal Soreq,2411500512.0
PSA-PM,Public Storage,NYSE,2839136434.0,16.1799,H. Thomas Boyle,
GPK,Graphic Packaging Holding Company,NYSE,2839112746.0,9.6,Robbert E. Rietbroek,9776796000.0
DBRG,"DigitalBridge Group, Inc.",NYSE,2838035080.0,15.56,Marc Christopher Ganzi,2639953040.0
AKR,Acadia Realty Trust,NYSE,2837622200.0,21.65,Kenneth F. Bernstein,4573630900.0
ARCB,ArcBest Corporation,NASDAQ,2832904348.0,127.06,Seth K. Runser,2261192780.0
BCC,Boise Cascade Company,NYSE,2832648016.0,79.0,Jeffrey Robert Strom,2755167800.0
ERAS,"Erasca, Inc.",NASDAQ,2831383873.0,9.11,Jonathan E. Lim,1028079349.0
CCC,CCC Intelligent Solutions Holdings Inc.,NASDAQ,2828725223.0,4.82,Githesh Ramamurthy,4844169332.0
PSA-PS,Public Storage,NYSE,2823343859.0,16.0899,H. Thomas Boyle,
CLMT,"Calumet, Inc.",NASDAQ,2822839545.0,32.53,Louis Todd Borgmann,1980643831.0
BANC,"Banc of California, Inc.",NYSE,2819910183.0,18.28,Jared Wolff,3707205210.0
KALU,Kaiser Aluminum Corporation,NASDAQ,2819080139.0,172.52,Keith A. Harvey,2972671340.0
ALMS,Alumis Inc. Common Stock,NASDAQ,2818661438.0,22.89,Martin Babler,8246135302.0
PLAB,"Photronics, Inc.",NASDAQ,2816824928.0,47.77,George C. Macricostas,938286400.0
ZIONP,"Zions Bancorporation, National Association",NASDAQ,2816577289.0,19.15,Harris Henry Simmons,10071112100.0
WU,The Western Union Company,NYSE,2814487246.0,8.98,Devin McGranahan,1806246000.0
VNO-PO,Vornado Realty Trust,NYSE,2797623498.0,14.59,Steven Roth,
RUN,Sunrun Inc.,NASDAQ,2797489560.0,11.93,Mary Grace Powell,17929133799.0
SUPN,"Supernus Pharmaceuticals, Inc.",NASDAQ,2795591535.0,48.55,Jack A. Khattar,2718150459.0
DK,"Delek US Holdings, Inc.",NYSE,2791259008.0,46.67,Avigal Soreq,4527167411.0
SUNC,SunocoCorp LLC,NYSE,2788508760.0,64.92,Joseph Kim,17757767517.0
AMPX,"Amprius Technologies, Inc.",NYSE,2786966460.0,20.34,Thomas Michael Stepien,932816528.0
FBK,FB Financial Corporation,NYSE,2784519756.0,53.71,Christopher T. Holmes,2302273217.0
FCPT,"Four Corners Property Trust, Inc.",NYSE,2778844680.0,25.32,William Howard Lenehan,3566497442.0
ARQT,"Arcutis Biotherapeutics, Inc.",NASDAQ,2774618210.0,22.37,Todd Franklin Watanabe,3658234360.0
CALY,Callaway Golf Company,NYSE,2758757236.0,15.16,Oliver G. Brewer,2914679000.0
RHI,Robert Half International Inc.,NYSE,2750105360.0,27.19,Keith Waddell,2675997560.0
CVBF,CVB Financial Corp.,NASDAQ,2748283158.0,20.24,E. Allen Nicholson,3442636000.0
PSA-PR,Public Storage,NYSE,2744398533.0,15.64,H. Thomas Boyle,
HAE,Haemonetics Corporation,NYSE,2742277314.0,59.01,Christopher A. Simon,4098377700.0
PHIN,PHINIA Inc.,NYSE,2734062332.0,72.11,Brady D. Ericson,3176339456.0
SLNO,"Soleno Therapeutics, Inc.",NASDAQ,2729683904.0,52.78,Anish Bhatnagar,2394618910.0
LXP-PC,LXP Industrial Trust,NYSE,2720977879.0,46.6072,T. Wilson Eglin,
FTAIM,FTAI Aviation Ltd.,NASDAQ,2719000668.0,26.51,Joseph Adams Jr.,23338037219.0
CWT,California Water Service Group,NYSE,2715732247.0,45.38,Martin A. Kropelnicki,4146053100.0
PSA-PQ,Public Storage,NYSE,2711058653.0,15.45,H. Thomas Boyle,
UE,Urban Edge Properties,NYSE,2708414835.0,21.5,Jeffrey S. Olson,4029190340.0
PBI,Pitney Bowes Inc.,NYSE,2702775096.0,15.75,Paul J. Evans,3765104370.0
SHOO,"Steven Madden, Ltd.",NASDAQ,2695549246.0,36.97,Edward R. Rosenfeld,3324866720.0
ANAB,"AnaptysBio, Inc.",NASDAQ,2688249356.0,62.34,Daniel R. Faga,674056480.0
UNIT,Uniti Group Inc.,NASDAQ,2680008330.0,11.21,Kenneth A. Gunderman,11213290000.0
PSA-PO,Public Storage,NYSE,2671542122.0,15.2248,H. Thomas Boyle,
TOWN,TowneBank,NASDAQ,2669001719.0,34.93,William I. Foster,2677412016.0
TALO,Talos Energy Inc.,NYSE,2668928508.0,15.99,Paul R. A. Goodfellow,2808991720.0
WOR,"Worthington Industries, Inc.",NYSE,2667587975.0,53.84,Joseph Hayek,2985839450.0
PSA-PN,Public Storage,NYSE,2663680929.0,15.18,H. Thomas Boyle,
WAFD,"WaFd, Inc.",NASDAQ,2659768700.0,35.06,Brent J. Beardall,3588724324.0
CALX,"Calix, Inc.",NYSE,2658446264.0,41.68,Michael Weening,3418573440.0
PBH,Prestige Consumer Healthcare Inc.,NYSE,2650795255.0,56.02,Ronald Lombardi,5218817090.0
BHFAP,"Brighthouse Financial, Inc.",NASDAQ,2649435724.0,15.98,Eric Thomas Steigerwalt,1472109090.0
ANDE,"The Andersons, Inc.",NASDAQ,2642548108.0,77.6,William E. Krueger,2753010700.0
HOG,"Harley-Davidson, Inc.",NYSE,2641910345.0,23.62,Arthur Francis Starrs,2422247770.0
UAA,"Under Armour, Inc.",NYSE,2637058703.0,6.17,Kevin A. Plank,3499622250.0
BBT,Beacon Financial Corp.,NYSE,2633443788.0,31.34,Paul A. Perrault,2983007443.0
WRBY,Warby Parker Inc.,NYSE,2628953901.0,21.47,Neil Harris Blumenthal,2619769300.0
HIW,"Highwoods Properties, Inc.",NYSE,2616446070.0,23.73,Theodore J. Klinck,6410321280.0
TRMK,Trustmark Corporation,NASDAQ,2606847732.0,44.28,Duane Arthur Dewey,2797159212.0
FTAIN,FTAI Aviation Ltd.,NASDAQ,2605153413.0,25.4,Joseph Adams Jr.,23338037219.0
ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,2600887001.0,28.26,Debra K. Osteen,3808753950.0
CECO,CECO Environmental Corp.,NASDAQ,2600077287.0,72.48,Todd R. Gleason,2106262634.0
BHE,"Benchmark Electronics, Inc.",NYSE,2597494800.0,72.4,David Moezidis,1611102520.0
KN,Knowles Corporation,NYSE,2596681692.0,30.36,Jeffrey S. Niew,1934794000.0
HUBG,"Hub Group, Inc.",NASDAQ,2590947021.0,42.77,Phillip D. Yeager,3111623880.0
SEZL,Sezzle Inc.,NASDAQ,2587180281.0,76.54,Charles G. Youakim,2229204800.0
TWO-PB,Two Harbors Investment Corp.,NYSE,2587168862.0,24.85,William Ross Greenberg,8812814860.0
SAM,"The Boston Beer Company, Inc.",NYSE,2584833808.0,236.49,C. James Koch,1907757150.0
TWO-PC,Two Harbors Investment Corp.,NYSE,2584055930.0,24.8201,William Ross Greenberg,8812814860.0
APAM,Artisan Partners Asset Management Inc.,NYSE,2583543204.0,36.63,Jason A. Gottlieb,2827406597.0
TWO-PA,Two Harbors Investment Corp.,NYSE,2583004405.0,24.81,William Ross Greenberg,8812814860.0
TARS,"Tarsus Pharmaceuticals, Inc.",NASDAQ,2581963040.0,60.67,Bobak R. Azamian,3331270066.0
TXG,"10x Genomics, Inc.",NASDAQ,2580595551.0,20.2,Serge Saxonov,1718441624.0
HE,"Hawaiian Electric Industries, Inc.",NYSE,2577223707.0,14.93,Scott W. H. Seu,4100498900.0
WAL-PA,Western Alliance Bancorporation,NYSE,2574989808.0,23.7,Kenneth A. Vecchione,
BRZE,"Braze, Inc.",NASDAQ,2574151003.0,22.69,William Magnuson,2204914920.0
NGVT,Ingevity Corporation,NYSE,2573710852.0,73.07,David H. Li,3306916000.0
AEHR,Aehr Test Systems,NASDAQ,2573190710.0,81.81,Gayn Erickson,267803740.0
VERA,"Vera Therapeutics, Inc.",NASDAQ,2570226176.0,35.84,Gary Barrera,2975381340.0
TNGX,"Tango Therapeutics, Inc.",NASDAQ,2562739363.0,22.06,Malte Peters,950523416.0
TENB,"Tenable Holdings, Inc.",NASDAQ,2562321133.0,21.47,Stephen A. Vintz,3104314720.0
DXPE,"DXP Enterprises, Inc.",NASDAQ,2561786034.0,165.04,David R. Little,2390387050.0
CUBI,"Customers Bancorp, Inc.",NYSE,2553689174.0,75.82,Samvir S. Sidhu,4143291276.0
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,2550399071.0,68.1,Lawrence Otto Klein,1337561644.0
UA,"Under Armour, Inc.",NYSE,2547304679.0,5.96,Kevin A. Plank,3369948750.0
ATKR,Atkore Inc.,NYSE,2543107710.0,75.35,William E. Waltz Jr.,2560476900.0
DJT,Trump Media & Technology Group Corp.,NASDAQ,2537626204.0,9.17,Devin G. Nunes,4155582509.0
ELVN,"Enliven Therapeutics, Inc.",NASDAQ,2535537214.0,42.4,Richard A. Fair,774132080.0
TBBK,"The Bancorp, Inc.",NASDAQ,2532895615.0,60.03,Damian Kozlowski,3201144468.0
HTFL,"Heartflow, Inc. Common Stock",NASDAQ,2532426358.0,29.53,John Farquhar,10720180230.0
EFC-PC,Ellington Financial Inc.,NYSE,2531068645.0,25.45,Laurence Eric Penn,
VCYT,"Veracyte, Inc.",NASDAQ,2525187952.0,31.78,Marc A. Stapley,2985474651.0
FRME,First Merchants Corporation,NASDAQ,2521633356.0,39.82,Mark K. Hardwick,3079346480.0
IRON,"Disc Medicine, Inc.",NASDAQ,2517419488.0,65.97,John D. Quisel,2713547598.0
GEO,"The GEO Group, Inc.",NYSE,2514803089.0,18.95,George C. Zoley,3909387140.0
FIGS,"FIGS, Inc.",NYSE,2510682728.0,15.03,Catherine Eva Spear,1834948137.0
CXT,"Crane NXT, Co.",NYSE,2509776503.0,43.62,Aaron W. Saak,3607518000.0
SAH,"Sonic Automotive, Inc.",NYSE,2490840733.0,73.26,David Bruton Smith,6325040000.0
RH,Rh,NYSE,2485033957.0,131.94,Gary G. Friedman,7656887194.0
TDC,Teradata Corporation,NYSE,2483313608.0,26.27,Stephen McMillan,2941536000.0
OAK-PA,"Oaktree Capital Group, LLC 6.625% PFD UT A",NYSE,2480612797.0,20.8749,Nicholas H. Goodman,
IVT,InvenTrust Properties Corp.,NYSE,2477050496.0,31.88,Daniel Joseph Busch,2974405993.0
TY-P,Tri-Continental Corporation PFD $2.50,NYSE,2468743826.0,44.165,Christopher O. Petersen,
WSBCO,"WesBanco, Inc.",NASDAQ,2465265105.0,25.65,Jeffrey H. Jackson,3804159397.0
IDYA,"IDEAYA Biosciences, Inc.",NASDAQ,2463182700.0,28.05,Yujiro S. Hata,2974023677.0
ADMA,"ADMA Biologics, Inc.",NASDAQ,2462637538.0,10.6,Adam S. Grossman,4338829197.0
ECC-PD,Eagle Point Credit Company Inc.,NYSE,2461733768.0,18.7,Thomas Philip Majewski,
GRND,Grindr Inc.,NYSE,2460613106.0,13.29,George Arison,2882694948.0
TRN,"Trinity Industries, Inc.",NYSE,2455869695.0,30.76,E. Jean Savage,7377552000.0
EPR-PE,EPR Properties,NYSE,2454644992.0,32.28,Gregory K. Silvers,
NP,Neptune Insurance Holdings Inc.,NYSE,2454157112.0,25.91,Trevor R. Burgess,4260520934.0
NESR,National Energy Services Reunited Corp.,NASDAQ,2444327250.0,24.25,Sherif Foda,1766815154.0
LMAT,"LeMaitre Vascular, Inc.",NASDAQ,2443325076.0,107.265,George W. LeMaitre,1993289799.0
NN,NextNav Inc.,NASDAQ,2438982040.0,17.93,Mariam Sorond,2454732240.0
OAK-PB,"Oaktree Capital Group, LLC",NYSE,2436062560.0,20.5,Nicholas H. Goodman,3754569900.0
AMR,"Alpha Metallurgical Resources, Inc.",NYSE,2431121667.0,190.04,Charles Andrew Eidson,2255066480.0
EFC-PB,Ellington Financial Inc.,NYSE,2430418587.0,24.33,Laurence Eric Penn,18112059040.0
MFA-PC,"MFA Financial, Inc.",NYSE,2430278714.0,23.8,Craig L. Knutson,11745522730.0
RCUS,"Arcus Biosciences, Inc.",NYSE,2429194608.0,24.13,Terry J. Rosen,2436342000.0
STUB,"StubHub Holdings, Inc.",NYSE,2426730810.0,7.31,Eric H. Baker,4947705772.0
ATRO,Astronics Corporation,NASDAQ,2403221702.0,66.99,Peter J. Gundermann,2447383440.0
FRSH,Freshworks Inc.,NASDAQ,2401170866.0,8.25,Dennis Woodside,3000133748.0
NTCT,"NetScout Systems, Inc.",NASDAQ,2395547351.0,33.17,Anil K. Singhal,1125792370.0
BHFAL,"Brighthouse Financial, Inc.",NASDAQ,2384581300.0,16.9201,,1472109090.0
FBNC,First Bancorp,NASDAQ,2381373408.0,57.48,Richard Hancock Moore,2027976500.0
PENN,"PENN Entertainment, Inc.",NASDAQ,2379794621.0,17.82,Jay A. Snowden,9823750000.0
GRDN,"Guardian Pharmacy Services, Inc.",NYSE,2379638829.0,37.57,Fred Burke,1856307352.0
RARE,Ultragenyx Pharmaceutical Inc.,NASDAQ,2377309896.0,24.18,Emil D. Kakkis,3109800000.0
SF-PC,Stifel Financial Corp.,NYSE,2362409600.0,23.2,Ronald James Kruszewski,8477429760.0
VISN,"Vistance Networks, Inc.",NASDAQ,2360596144.0,10.47,Charles L. Treadway,10485335000.0
PEB-PG,Pebblebrook Hotel Trust,NYSE,2356844892.0,20.14,Jon E. Bortz,
VAC,Marriott Vacations Worldwide Corporation,NYSE,2347614119.0,68.43,Matthew E. Avril,7033381000.0
CENT,Central Garden & Pet Company,NASDAQ,2334697771.0,37.47,Nicholas Lahanas,2654432619.0
ABM,ABM Industries Incorporated,NYSE,2328435580.0,39.78,Scott Salmirs,4268200000.0
AAMI,Acadian Asset Management,NYSE,2324824725.0,65.08,Kelly Ann Louise Young,1923000000.0
MCW,"Mister Car Wash, Inc.",NASDAQ,2323808719.0,7.07,John Lai,2758740205.0
NSA-PA,National Storage Affiliates Trust,NYSE,2320699954.0,23.0,David G. Cramer,
MNR,Mach Natural Resources LP,NYSE,2319736838.0,13.79,Tom L. Ward,2572237200.0
